Date,Temperature,Sea Level Pressure,Visibility,Wind Speed,Precipitation
2006-05-23,58.1,1022.0,10.0,4.8,0.0
2006-05-24,64.9,1014.4,10.0,9.4,0.0
2006-05-25,68.9,1002.1,9.2,11.5,0.48
2006-05-26,69.8,1002.3,8.0,6.4,0.01
2006-05-27,73.1,1010.2,6.6,5.7,0.0
2006-05-28,83.2,1012.4,9.8,10.6,0.0
2006-05-29,81.5,1015.6,9.8,7.8,0.0
2006-05-30,78.9,1015.6,10.0,7.6,0.14
2006-05-31,72.4,1017.5,8.0,7.0,0.32
2006-06-01,68.8,1018.6,10.0,7.8,0.0
2006-06-02,70.2,1015.6,10.0,4.8,0.0
2006-06-03,66.5,1015.4,10.0,7.2,0.0
2006-06-04,66.3,1015.8,10.0,7.6,0.0
2006-06-05,68.7,1016.4,10.0,4.4,0.0
2006-06-06,72.4,1012.7,10.0,8.7,0.0
2006-06-07,73.0,1009.9,9.9,8.6,0.0
2006-06-08,71.7,1014.2,9.8,7.3,0.0
2006-06-09,65.0,1016.1,10.0,12.8,0.0
2006-06-10,55.5,1015.8,8.6,9.7,1.49
2006-06-11,58.2,1014.7,10.0,10.0,0.25
2006-06-12,61.0,1019.0,10.0,8.7,0.0
2006-06-13,62.5,1020.5,10.0,6.8,0.0
2006-06-14,67.9,1018.3,10.0,3.9,0.0
2006-06-15,73.3,1018.0,10.0,6.5,0.0
2006-06-16,81.1,1016.2,10.0,10.4,0.0
2006-06-17,82.8,1013.0,10.0,12.2,0.0
2006-06-18,75.6,1010.0,9.8,11.3,0.0
2006-06-19,76.3,1011.3,10.0,11.0,0.02
2006-06-20,71.3,1015.1,10.0,6.5,0.0
2006-06-21,77.8,1011.5,9.9,9.6,0.0
2006-06-22,76.2,1014.5,10.0,5.5,0.06
2006-06-23,68.9,1019.5,10.0,9.4,0.2
2006-06-24,67.8,1020.2,10.0,5.4,0.0
2006-06-25,69.0,1017.3,10.0,5.6,0.0
2006-06-26,65.5,1015.3,9.3,9.5,0.62
2006-06-27,68.3,1014.1,10.0,5.6,0.09
2006-06-28,69.0,1015.9,10.0,6.9,0.0
2006-06-29,67.5,1019.7,9.5,5.6,0.14
2006-06-30,72.5,1017.7,10.0,5.7,0.0
2006-07-01,79.1,1014.2,9.5,10.1,0.0
2006-07-02,80.8,1014.2,9.9,9.8,0.0
2006-07-03,76.0,1015.5,8.3,4.5,0.01
2006-07-04,75.3,1014.1,9.0,9.0,0.12
2006-07-05,69.6,1019.3,10.0,7.5,0.0
2006-07-06,70.1,1023.0,10.0,7.4,0.0
2006-07-07,72.2,1025.5,10.0,2.9,0.0
2006-07-08,76.5,1021.2,10.0,7.3,0.0
2006-07-09,79.8,1013.4,10.0,9.9,0.0
2006-07-10,73.3,1012.6,10.0,8.9,0.0
2006-07-11,71.7,1013.0,7.9,4.8,0.04
2006-07-12,73.9,1013.1,7.4,6.0,0.01
2006-07-13,76.0,1014.3,7.3,4.5,0.0
2006-07-14,78.9,1011.3,8.9,5.3,0.41
2006-07-15,84.4,1015.4,10.0,6.1,0.08
2006-07-16,85.2,1016.8,10.0,7.6,0.0
2006-07-17,86.0,1013.5,10.0,10.6,0.0
2006-07-18,79.7,1015.0,9.5,11.1,0.09
2006-07-19,79.5,1017.3,9.5,7.9,0.01
2006-07-20,77.7,1014.0,7.4,7.7,0.5
2006-07-21,73.5,1015.5,8.3,8.2,0.58
2006-07-22,71.3,1014.2,10.0,8.0,0.03
2006-07-23,71.1,1014.3,10.0,4.0,0.03
2006-07-24,77.5,1012.0,10.0,9.9,0.01
2006-07-25,81.6,1011.3,10.0,8.4,0.0
2006-07-26,79.8,1008.5,9.6,9.7,0.0
2006-07-27,78.8,1008.1,9.1,4.8,0.1
2006-07-28,79.6,1011.9,8.9,6.0,0.03
2006-07-29,85.0,1013.5,9.9,5.8,0.0
2006-07-30,84.0,1011.0,9.6,7.4,0.0
2006-07-31,87.5,1009.0,9.9,8.4,0.0
2006-08-01,89.1,1010.4,10.0,9.4,0.0
2006-08-02,89.1,1008.8,10.0,11.5,0.0
2006-08-03,76.7,1010.0,7.8,6.7,1.93
2006-08-04,77.1,1017.1,10.0,5.9,0.1
2006-08-05,77.6,1018.2,10.0,5.1,0.0
2006-08-06,78.0,1015.9,9.9,6.2,0.0
2006-08-07,79.9,1017.2,8.8,4.9,0.0
2006-08-08,74.3,1021.6,10.0,9.5,0.0
2006-08-09,75.6,1017.2,10.0,5.8,0.0
2006-08-10,77.1,1011.7,6.2,6.9,0.0
2006-08-11,73.0,1014.9,8.7,10.3,1.11
2006-08-12,71.4,1017.6,10.0,7.2,0.0
2006-08-13,73.1,1016.8,10.0,6.1,0.0
2006-08-14,76.3,1011.4,9.2,8.8,0.0
2006-08-15,72.8,1015.4,10.0,5.8,0.0
2006-08-16,74.0,1020.4,10.0,5.1,0.0
2006-08-17,74.5,1019.3,10.0,4.8,0.0
2006-08-18,77.5,1016.4,6.9,3.6,0.0
2006-08-19,75.4,1013.3,4.2,5.9,0.26
2006-08-20,71.3,1017.4,9.8,9.8,0.03
2006-08-21,70.2,1019.9,10.0,3.7,0.0
2006-08-22,74.8,1019.5,9.9,4.7,0.0
2006-08-23,77.1,1016.4,9.8,5.3,0.0
2006-08-24,74.1,1012.9,9.5,9.6,0.52
2006-08-25,75.8,1010.3,7.6,7.0,0.59
2006-08-26,76.5,1011.1,6.9,6.2,0.0
2006-08-27,74.3,1013.7,8.8,7.4,0.0
2006-08-28,70.3,1012.0,7.2,10.2,0.0
2006-08-29,66.2,1011.7,9.1,10.8,0.81
2006-08-30,68.8,1015.4,9.9,9.8,0.06
2006-08-31,68.7,1018.8,10.0,11.1,0.03
2006-09-01,69.9,1020.1,10.0,11.1,0.0
2006-09-02,69.1,1020.4,10.0,7.6,0.0
2006-09-03,68.2,1019.6,9.3,4.0,0.0
2006-09-04,66.7,1019.4,9.2,4.7,0.09
2006-09-05,66.3,1018.7,8.7,3.7,0.45
2006-09-06,69.9,1017.0,10.0,4.4,0.0
2006-09-07,72.1,1016.3,8.7,4.6,0.0
2006-09-08,73.4,1014.6,10.0,7.4,0.0
2006-09-09,68.9,1016.6,10.0,8.1,0.0
2006-09-10,63.9,1020.4,8.3,10.4,0.36
2006-09-11,62.7,1019.1,7.6,9.7,0.13
2006-09-12,67.6,1013.4,4.1,4.7,1.07
2006-09-13,63.1,1009.9,6.6,8.9,0.46
2006-09-14,65.4,1015.1,9.4,7.1,0.11
2006-09-15,67.1,1019.2,8.5,3.9,0.0
2006-09-16,70.1,1017.1,9.5,9.1,0.01
2006-09-17,72.8,1008.6,9.5,10.6,0.0
2006-09-18,65.9,1006.2,9.3,8.2,0.32
2006-09-19,53.2,1010.7,10.0,10.7,0.0
2006-09-20,53.2,1016.9,10.0,7.5,0.0
2006-09-21,56.9,1016.2,10.0,5.4,0.0
2006-09-22,63.5,1007.0,9.8,11.4,0.02
2006-09-23,65.9,1003.0,6.1,6.9,0.08
2006-09-24,60.3,1007.2,10.0,8.4,0.23
2006-09-25,59.1,1014.4,10.0,7.2,0.0
2006-09-26,63.8,1014.8,10.0,4.8,0.0
2006-09-27,63.7,1006.7,10.0,9.2,0.0
2006-09-28,53.9,1012.2,10.0,8.4,0.01
2006-09-29,51.5,1013.5,10.0,6.3,0.0
2006-09-30,56.8,1007.5,10.0,7.4,0.04
2006-10-01,60.3,1015.5,9.9,3.1,0.1
2006-10-02,69.4,1016.0,10.0,9.2,0.03
2006-10-03,70.9,1015.3,9.3,8.1,2.63
2006-10-04,68.4,1015.2,9.9,13.2,0.0
2006-10-05,56.7,1026.3,10.0,13.9,0.07
2006-10-06,53.0,1030.8,10.0,5.4,0.0
2006-10-07,56.1,1028.2,10.0,5.0,0.0
2006-10-08,60.9,1023.2,10.0,6.5,0.0
2006-10-09,59.7,1021.6,10.0,5.7,0.0
2006-10-10,56.7,1018.7,10.0,11.0,0.0
2006-10-11,53.1,1001.5,8.6,9.0,0.5
2006-10-12,36.9,1005.8,9.6,13.8,0.04
2006-10-13,40.9,1005.8,10.0,16.7,0.01
2006-10-14,44.3,1011.9,10.0,10.6,0.0
2006-10-15,43.3,1018.1,10.0,5.8,0.0
2006-10-16,52.9,1014.3,9.5,8.4,0.02
2006-10-17,53.4,1001.6,7.6,8.8,0.96
2006-10-18,59.2,1008.9,8.4,4.8,0.1
2006-10-19,44.6,1012.4,9.5,9.1,0.16
2006-10-20,43.7,1011.5,10.0,6.1,0.0
2006-10-21,53.7,1011.5,10.0,6.1,0.0
2006-10-22,44.0,1011.6,9.5,10.6,0.26
2006-10-23,38.4,1017.9,10.0,8.7,0.05
2006-10-24,38.9,1021.8,9.9,6.1,0.0
2006-10-25,40.9,1023.4,10.0,2.4,0.11
2006-10-26,44.7,1019.6,7.6,7.8,0.0
2006-10-27,45.4,1011.0,6.5,9.1,0.45
2006-10-28,45.9,1005.1,9.5,14.0,0.01
2006-10-29,45.2,1010.8,10.0,8.4,0.0
2006-10-30,56.6,1008.4,10.0,11.0,0.0
2006-10-31,51.0,1010.8,10.0,13.5,0.0
2006-11-01,36.3,1022.1,10.0,6.6,0.0
2006-11-02,32.8,1025.1,10.0,11.2,0.0
2006-11-03,31.1,1031.0,10.0,5.9,0.0
2006-11-04,41.0,1028.2,10.0,8.5,0.0
2006-11-05,47.1,1025.0,10.0,6.5,0.0
2006-11-06,50.7,1022.0,9.0,7.9,0.0
2006-11-07,52.7,1013.9,5.6,1.0,0.02
2006-11-08,54.6,1004.5,6.5,6.7,0.0
2006-11-09,58.1,1003.7,9.6,8.1,0.0
2006-11-10,48.7,1012.4,9.4,12.3,0.0
2006-11-11,40.6,1017.1,8.3,14.6,0.77
2006-11-12,41.0,1025.9,10.0,4.4,0.03
2006-11-13,39.3,1018.8,7.6,8.0,0.0
2006-11-14,43.6,1013.3,7.4,4.5,0.0
2006-11-15,46.0,1009.3,5.1,10.9,0.05
2006-11-16,43.9,1004.5,9.7,19.6,0.02
2006-11-17,39.3,1013.0,9.8,7.8,0.01
2006-11-18,40.6,1018.9,6.7,3.1,0.0
2006-11-19,40.7,1024.4,9.7,10.9,0.0
2006-11-20,36.9,1027.9,10.0,5.3,0.0
2006-11-21,40.3,1029.2,10.0,7.8,0.0
2006-11-22,43.3,1027.1,10.0,7.2,0.0
2006-11-23,45.9,1025.2,10.0,3.0,0.0
2006-11-24,48.9,1021.5,10.0,6.9,0.0
2006-11-25,52.2,1018.0,10.0,6.1,0.0
2006-11-26,56.5,1019.6,8.4,6.1,0.0
2006-11-27,58.1,1019.9,8.4,7.4,0.0
2006-11-28,59.4,1015.5,9.8,11.7,0.0
2006-11-29,60.3,1012.8,7.9,10.4,0.0
2006-11-30,37.1,1017.9,7.5,10.8,1.49
2006-12-01,32.6,1012.5,5.2,16.3,0.68
2006-12-02,23.3,1027.0,10.0,9.2,0.62
2006-12-03,16.7,1033.4,10.0,10.2,0.0
2006-12-04,17.0,1028.5,10.0,10.4,0.0
2006-12-05,18.6,1026.2,10.0,9.8,0.0
2006-12-06,34.0,1014.8,10.0,12.2,0.0
2006-12-07,17.9,1031.1,9.6,14.2,0.0
2006-12-08,14.6,1036.3,10.0,9.5,0.0
2006-12-09,27.6,1025.6,10.0,12.2,0.0
2006-12-10,38.0,1022.5,10.0,11.6,0.0
2006-12-11,43.3,1024.2,8.6,8.7,0.0
2006-12-12,50.0,1017.5,5.2,10.0,0.18
2006-12-13,42.2,1015.1,8.3,11.9,0.16
2006-12-14,45.3,1008.2,10.0,9.1,0.0
2006-12-15,44.3,1008.1,10.0,10.8,0.04
2006-12-16,42.1,1014.4,9.4,9.0,0.0
2006-12-17,52.2,1016.4,8.1,6.4,0.01
2006-12-18,41.6,1026.1,10.0,6.6,0.0
2006-12-19,35.4,1031.8,10.0,4.5,0.0
2006-12-20,34.9,1027.9,9.3,4.5,0.0
2006-12-21,42.3,1022.5,3.0,7.7,0.35
2006-12-22,52.5,1008.3,5.0,9.0,0.65
2006-12-23,40.7,1013.2,9.3,15.0,0.45
2006-12-24,37.6,1022.0,8.8,6.8,0.0
2006-12-25,37.8,1015.9,5.1,5.5,0.0
2006-12-26,35.1,1012.3,9.4,11.2,0.0
2006-12-27,34.3,1016.6,10.0,7.4,0.0
2006-12-28,42.4,1020.9,10.0,7.2,0.0
2006-12-29,46.7,1029.3,9.5,3.9,0.0
2006-12-30,50.6,1028.8,7.1,4.5,0.0
2006-12-31,51.0,1014.9,6.8,11.3,0.02
2007-01-01,42.8,1010.7,10.0,12.7,0.19
2007-01-02,36.3,1027.5,10.0,5.8,0.0
2007-01-03,40.3,1021.3,10.0,10.4,0.0
2007-01-04,43.8,1012.0,8.9,14.1,0.0
2007-01-05,49.7,1004.2,8.0,8.0,1.39
2007-01-06,42.5,1012.1,7.3,8.4,0.05
2007-01-07,37.7,1019.6,7.9,6.2,0.03
2007-01-08,36.0,1010.5,9.5,12.8,0.05
2007-01-09,33.7,1016.0,10.0,13.4,0.0
2007-01-10,26.8,1027.1,10.0,9.3,0.0
2007-01-11,40.3,1017.0,10.0,16.6,0.0
2007-01-12,47.9,1017.2,8.0,9.1,0.0
2007-01-13,35.4,1026.8,9.2,12.2,0.04
2007-01-14,35.1,1025.0,9.1,9.4,0.14
2007-01-15,34.0,1016.2,4.8,10.4,0.51
2007-01-16,22.9,1031.1,7.9,11.2,0.16
2007-01-17,17.8,1038.9,9.8,7.3,0.0
2007-01-18,28.9,1023.4,8.3,9.5,0.0
2007-01-19,28.3,1022.4,8.3,12.8,0.0
2007-01-20,23.1,1029.2,10.0,6.0,0.0
2007-01-21,29.6,1023.1,5.5,7.2,0.01
2007-01-22,32.1,1016.8,6.7,6.5,0.03
2007-01-23,28.3,1015.1,7.1,12.3,0.0
2007-01-24,27.2,1019.3,8.2,7.7,0.0
2007-01-25,23.6,1024.9,9.2,10.1,0.0
2007-01-26,27.9,1019.3,9.2,10.2,0.0
2007-01-27,32.2,1008.8,8.7,10.7,0.0
2007-01-28,16.5,1015.4,7.2,12.9,0.0
2007-01-29,16.7,1018.3,8.8,9.5,0.0
2007-01-30,16.1,1017.5,7.5,12.0,0.0
2007-01-31,11.1,1022.9,10.0,9.6,0.0
2007-02-01,21.6,1011.4,7.1,11.1,0.0
2007-02-02,11.6,1010.5,9.9,11.4,0.0
2007-02-03,7.6,1015.1,9.9,14.8,0.0
2007-02-04,-1.6,1026.6,10.0,14.1,0.0
2007-02-05,-2.4,1035.5,10.0,11.0,0.0
2007-02-06,1.6,1032.1,6.7,4.5,0.0
2007-02-07,6.4,1026.7,9.4,8.9,0.08
2007-02-08,3.8,1028.1,10.0,10.2,0.0
2007-02-09,9.1,1027.8,10.0,8.7,0.0
2007-02-10,7.5,1027.1,10.0,9.7,0.0
2007-02-11,14.0,1025.0,10.0,8.6,0.0
2007-02-12,28.1,1023.3,4.2,6.8,0.07
2007-02-13,23.7,1023.2,2.8,19.5,0.02
2007-02-14,17.7,1024.7,4.0,14.1,0.05
2007-02-15,9.7,1026.2,10.0,9.6,0.0
2007-02-16,5.7,1020.0,10.0,11.0,0.0
2007-02-17,20.8,1011.3,5.9,9.2,0.02
2007-02-18,19.1,1020.2,10.0,8.8,0.05
2007-02-19,27.0,1011.4,9.8,11.8,0.0
2007-02-20,37.9,1005.5,7.1,5.4,0.0
2007-02-21,34.6,1010.9,5.6,5.9,0.0
2007-02-22,36.5,1015.3,9.4,13.7,0.0
2007-02-23,29.2,1028.9,10.0,8.5,0.0
2007-02-24,28.9,1022.8,9.7,14.8,0.0
2007-02-25,34.4,1001.0,5.3,13.2,0.59
2007-02-26,30.9,1003.4,3.9,12.1,0.28
2007-02-27,30.4,1015.5,7.3,8.3,0.0
2007-02-28,32.3,1019.3,8.7,7.2,0.0
2007-03-01,38.0,1002.4,5.6,12.6,0.11
2007-03-02,31.8,989.3,4.9,18.6,0.26
2007-03-03,25.4,1005.7,7.6,14.5,0.01
2007-03-04,23.3,1019.9,10.0,11.8,0.0
2007-03-05,29.2,1023.8,10.0,11.6,0.0
2007-03-06,20.6,1034.6,9.3,8.6,0.0
2007-03-07,25.8,1026.6,6.8,8.3,0.02
2007-03-08,27.7,1026.8,9.5,3.8,0.01
2007-03-09,40.6,1018.2,9.3,7.1,0.0
2007-03-10,44.7,1019.8,5.7,10.0,0.17
2007-03-11,41.2,1030.0,10.0,4.0,0.0
2007-03-12,48.3,1022.1,10.0,8.9,0.0
2007-03-13,59.1,1013.4,9.5,9.8,0.0
2007-03-14,58.2,1009.9,8.5,10.8,0.0
2007-03-15,36.1,1022.8,9.1,15.4,0.18
2007-03-16,32.4,1025.7,10.0,10.1,0.0
2007-03-17,30.6,1025.4,10.0,9.3,0.0
2007-03-18,34.0,1025.2,10.0,3.8,0.0
2007-03-19,45.5,1015.2,9.5,12.0,0.36
2007-03-20,38.9,1029.6,10.0,11.1,0.0
2007-03-21,48.1,1023.9,5.9,10.2,0.39
2007-03-22,61.7,1013.7,9.8,13.4,0.32
2007-03-23,47.7,1018.8,6.9,6.2,0.17
2007-03-24,55.2,1021.5,2.9,5.6,0.05
2007-03-25,62.8,1020.8,6.7,8.8,0.0
2007-03-26,71.0,1014.5,10.0,12.2,0.0
2007-03-27,63.4,1017.2,9.5,8.1,0.0
2007-03-28,47.1,1022.3,6.0,10.4,0.26
2007-03-29,50.8,1027.2,9.8,10.5,0.06
2007-03-30,51.3,1025.6,10.0,6.9,0.0
2007-03-31,52.9,1015.5,8.8,8.5,0.0
2007-04-01,54.6,1004.6,9.5,14.4,0.47
2007-04-02,50.0,1012.8,10.0,11.1,0.03
2007-04-03,58.0,1009.1,9.5,8.0,0.0
2007-04-04,34.7,1014.5,9.8,18.0,0.07
2007-04-05,31.9,1021.4,10.0,15.0,0.0
2007-04-06,30.8,1018.6,10.0,11.9,0.0
2007-04-07,27.4,1016.5,10.0,13.1,0.0
2007-04-08,32.1,1018.9,10.0,7.5,0.0
2007-04-09,37.1,1019.2,10.0,5.2,0.0
2007-04-10,39.5,1017.5,9.5,8.2,0.0
2007-04-11,38.0,1005.1,4.3,14.4,0.29
2007-04-12,36.3,1002.6,6.0,9.8,0.67
2007-04-13,40.7,1021.5,10.0,8.7,0.03
2007-04-14,43.4,1017.6,10.0,7.7,0.0
2007-04-15,43.3,1014.2,10.0,6.4,0.0
2007-04-16,46.6,1017.8,10.0,7.2,0.0
2007-04-17,51.5,1014.5,9.9,6.8,0.0
2007-04-18,44.4,1014.1,10.0,11.6,0.0
2007-04-19,47.4,1018.1,9.8,10.1,0.0
2007-04-20,53.2,1023.7,10.0,5.0,0.0
2007-04-21,59.7,1022.5,10.0,6.3,0.0
2007-04-22,69.8,1015.4,10.0,11.5,0.0
2007-04-23,68.2,1009.9,10.0,16.0,0.0
2007-04-24,57.9,1018.5,10.0,6.8,0.0
2007-04-25,49.2,1014.5,6.1,15.4,1.18
2007-04-26,50.4,1008.2,4.2,8.0,0.47
2007-04-27,48.3,1008.2,5.2,8.5,0.67
2007-04-28,55.2,1012.4,8.7,7.2,0.02
2007-04-29,65.3,1014.8,10.0,8.4,0.0
2007-04-30,63.2,1013.5,9.8,11.1,0.2
2007-05-01,63.5,1009.9,10.0,9.6,0.03
2007-05-02,54.1,1016.7,8.6,10.9,0.0
2007-05-03,54.3,1020.6,9.3,10.3,0.0
2007-05-04,58.6,1018.0,10.0,9.6,0.0
2007-05-05,61.6,1017.1,10.0,9.7,0.0
2007-05-06,59.2,1025.4,10.0,12.4,0.0
2007-05-07,64.1,1022.0,10.0,9.8,0.0
2007-05-08,72.5,1016.7,9.0,5.4,0.0
2007-05-09,69.5,1013.9,7.6,5.3,0.02
2007-05-10,70.8,1012.9,9.0,3.6,0.0
2007-05-11,63.4,1015.1,9.8,8.4,0.0
2007-05-12,54.7,1021.2,10.0,12.2,0.0
2007-05-13,55.2,1025.2,10.0,6.9,0.0
2007-05-14,70.7,1017.3,10.0,11.8,0.0
2007-05-15,74.2,1010.3,9.1,10.7,0.0
2007-05-16,54.0,1015.5,7.1,9.5,0.65
2007-05-17,50.4,1023.8,10.0,12.6,0.02
2007-05-18,56.9,1026.0,10.0,3.7,0.0
2007-05-19,66.9,1020.1,10.0,9.5,0.0
2007-05-20,55.5,1017.8,9.9,8.8,0.0
2007-05-21,58.6,1018.7,9.6,6.7,0.02
2007-05-22,74.3,1017.2,10.0,8.9,0.0
2007-05-23,77.8,1018.6,9.4,9.6,0.0
2007-05-24,79.2,1019.5,7.5,12.7,0.0
2007-05-25,63.8,1023.1,9.8,8.4,0.09
2007-05-26,58.7,1021.6,8.6,6.2,0.06
2007-05-27,66.6,1016.9,9.3,8.4,0.29
2007-05-28,66.4,1020.5,10.0,5.0,0.01
2007-05-29,74.6,1019.8,7.0,6.0,0.0
2007-05-30,79.8,1017.2,7.5,8.4,0.0
2007-05-31,74.5,1015.6,7.1,8.8,0.01
2007-06-01,73.2,1013.7,7.5,5.6,0.52
2007-06-02,74.1,1009.0,8.9,6.5,0.21
2007-06-03,72.2,1001.9,8.8,6.3,0.32
2007-06-04,65.1,997.6,9.7,8.9,0.24
2007-06-05,58.6,1006.9,9.6,7.5,0.33
2007-06-06,59.5,1012.2,10.0,7.4,0.0
2007-06-07,79.3,1001.5,10.0,17.1,0.0
2007-06-08,76.5,1005.9,10.0,13.7,0.0
2007-06-09,68.3,1018.6,10.0,4.6,0.0
2007-06-10,71.2,1017.2,10.0,4.7,0.0
2007-06-11,75.0,1018.4,10.0,6.3,0.0
2007-06-12,74.2,1020.8,10.0,8.9,0.0
2007-06-13,75.0,1019.5,9.9,7.5,0.0
2007-06-14,77.8,1015.8,10.0,6.1,0.0
2007-06-15,78.5,1015.2,9.8,4.0,0.0
2007-06-16,79.9,1014.5,8.8,5.2,0.0
2007-06-17,80.5,1014.2,6.3,4.9,0.0
2007-06-18,80.3,1011.0,8.0,9.3,0.16
2007-06-19,75.0,1011.3,8.5,11.4,0.95
2007-06-20,73.1,1019.3,10.0,6.3,0.93
2007-06-21,74.4,1018.0,10.0,8.3,0.0
2007-06-22,69.0,1018.2,10.0,7.0,0.0
2007-06-23,64.9,1014.9,8.4,6.5,0.0
2007-06-24,67.8,1014.1,7.4,5.5,0.27
2007-06-25,75.3,1017.3,5.4,5.2,0.0
2007-06-26,79.2,1019.3,7.5,6.9,0.0
2007-06-27,78.0,1016.7,8.8,8.0,0.0
2007-06-28,70.2,1017.1,10.0,10.5,0.35
2007-06-29,64.0,1019.9,10.0,8.6,0.0
2007-06-30,67.7,1019.7,10.0,4.9,0.0
2007-07-01,69.3,1021.9,10.0,8.1,0.0
2007-07-02,67.5,1023.8,10.0,7.5,0.0
2007-07-03,72.6,1019.3,10.0,6.0,0.0
2007-07-04,75.0,1012.0,9.3,8.9,0.75
2007-07-05,78.2,1012.6,8.0,5.5,0.66
2007-07-06,76.9,1015.9,10.0,5.2,0.0
2007-07-07,78.4,1014.0,10.0,5.9,0.0
2007-07-08,83.5,1008.0,10.0,11.1,0.0
2007-07-09,81.2,1008.3,9.7,7.5,0.0
2007-07-10,77.0,1008.4,9.6,8.9,0.24
2007-07-11,70.8,1011.4,10.0,10.0,0.08
2007-07-12,71.0,1013.4,10.0,10.5,0.0
2007-07-13,68.9,1015.0,10.0,5.4,0.0
2007-07-14,72.2,1009.7,10.0,11.0,0.0
2007-07-15,72.1,1010.9,10.0,6.4,0.0
2007-07-16,74.1,1013.7,10.0,6.4,0.0
2007-07-17,74.5,1012.4,9.3,6.0,0.07
2007-07-18,76.8,1011.3,9.7,8.7,0.01
2007-07-19,73.5,1009.8,7.6,11.0,0.91
2007-07-20,67.7,1019.3,10.0,11.7,0.01
2007-07-21,67.3,1022.6,10.0,7.0,0.0
2007-07-22,70.9,1023.2,10.0,4.0,0.0
2007-07-23,73.5,1019.8,10.0,3.1,0.0
2007-07-24,73.7,1017.0,10.0,3.8,0.0
2007-07-25,76.3,1016.2,10.0,5.3,0.0
2007-07-26,74.0,1013.4,8.2,9.1,0.0
2007-07-27,76.8,1009.0,7.3,6.1,0.89
2007-07-28,73.6,1011.8,7.5,10.1,0.03
2007-07-29,75.3,1014.7,10.0,6.8,0.0
2007-07-30,77.0,1016.1,10.0,4.4,0.0
2007-07-31,80.4,1016.9,10.0,4.4,0.0
2007-08-01,81.8,1015.6,9.6,2.7,0.0
2007-08-02,83.0,1014.2,9.3,5.8,0.0
2007-08-03,81.5,1014.9,9.7,5.6,0.0
2007-08-04,75.1,1017.0,10.0,4.6,0.0
2007-08-05,75.7,1010.2,7.4,9.5,0.32
2007-08-06,79.0,1009.0,7.5,4.8,0.67
2007-08-07,81.5,1007.5,9.1,7.5,0.11
2007-08-08,80.5,1008.8,9.3,5.6,0.09
2007-08-09,77.5,1009.3,8.2,5.6,0.46
2007-08-10,78.9,1012.9,9.5,5.0,0.0
2007-08-11,79.1,1016.0,9.2,3.0,0.0
2007-08-12,79.1,1016.5,9.7,6.2,0.23
2007-08-13,76.5,1019.1,10.0,6.4,0.0
2007-08-14,73.5,1014.1,9.5,7.9,0.27
2007-08-15,77.8,1012.0,10.0,6.2,0.18
2007-08-16,74.1,1012.9,7.1,5.8,0.83
2007-08-17,71.9,1017.7,10.0,5.8,0.0
2007-08-18,65.8,1022.1,10.0,5.4,0.0
2007-08-19,65.1,1015.8,8.0,7.0,0.7
2007-08-20,70.8,1011.7,5.8,5.1,1.37
2007-08-21,74.2,1012.0,6.6,5.1,0.16
2007-08-22,80.5,1013.1,9.9,7.9,0.09
2007-08-23,76.3,1011.9,9.1,8.2,0.97
2007-08-24,72.9,1009.5,9.1,7.5,2.06
2007-08-25,72.4,1011.0,9.1,6.2,0.2
2007-08-26,69.8,1017.9,9.8,3.1,0.01
2007-08-27,71.0,1018.3,10.0,6.2,0.0
2007-08-28,78.6,1015.7,10.0,7.8,0.0
2007-08-29,79.2,1015.2,9.6,6.3,0.0
2007-08-30,70.8,1021.0,10.0,11.1,0.0
2007-08-31,67.4,1021.4,10.0,4.1,0.0
2007-09-01,70.5,1022.7,10.0,3.4,0.0
2007-09-02,73.1,1021.1,10.0,5.6,0.0
2007-09-03,75.6,1018.6,10.0,5.6,0.0
2007-09-04,78.7,1016.0,10.0,3.9,0.0
2007-09-05,80.3,1014.0,9.0,5.7,0.0
2007-09-06,79.1,1013.5,9.4,9.4,0.0
2007-09-07,76.2,1010.0,7.5,12.9,0.09
2007-09-08,73.2,1015.1,10.0,8.3,0.66
2007-09-09,71.4,1016.0,10.0,8.1,0.0
2007-09-10,68.0,1018.0,9.8,9.7,0.0
2007-09-11,60.6,1012.2,9.9,11.0,0.25
2007-09-12,57.1,1018.7,10.0,6.7,0.0
2007-09-13,63.7,1017.6,10.0,6.2,0.0
2007-09-14,63.6,1014.0,10.0,10.0,0.0
2007-09-15,51.1,1025.8,10.0,7.5,0.0
2007-09-16,58.3,1023.5,10.0,6.6,0.0
2007-09-17,66.0,1020.4,10.0,8.7,0.0
2007-09-18,76.0,1018.0,10.0,10.7,0.0
2007-09-19,76.9,1017.8,9.3,9.3,0.0
2007-09-20,70.6,1020.9,10.0,5.8,0.0
2007-09-21,76.1,1013.5,8.3,8.0,0.0
2007-09-22,70.5,1016.3,10.0,9.4,0.0
2007-09-23,67.2,1022.0,10.0,4.0,0.0
2007-09-24,78.7,1016.6,9.8,8.6,0.0
2007-09-25,78.5,1013.2,10.0,8.6,0.0
2007-09-26,63.7,1015.9,9.8,7.8,0.15
2007-09-27,61.8,1015.1,9.2,4.5,0.14
2007-09-28,62.3,1019.5,10.0,5.3,0.0
2007-09-29,65.0,1024.2,10.0,6.7,0.0
2007-09-30,71.8,1020.8,10.0,10.2,0.0
2007-10-01,66.2,1015.0,7.9,9.9,0.26
2007-10-02,67.5,1015.5,7.3,6.4,0.05
